ETC, GBP
2017-01-12-14-00, 0.985406
2017-01-12-15-00, 0.993417
2017-01-12-16-00, 1.011999
2017-01-12-17-00, 1.022514
2017-01-12-18-00, 1.019009
2017-01-12-19-00, 1.021003
2017-01-12-20-00, 1.025300
2017-01-12-21-00, 1.030878
2017-01-12-22-00, 1.019902
2017-01-12-23-00, 1.024335
2017-01-13-00-00, 0.997673
2017-01-13-01-00, 1.008162
2017-01-13-02-00, 1.007079
2017-01-13-03-00, 0.993121
2017-01-13-04-00, 0.981401
2017-01-13-05-00, 0.983266
2017-01-13-06-00, 0.990368
2017-01-13-07-00, 0.985618
2017-01-13-08-00, 0.985539
2017-01-13-09-00, 0.988426
2017-01-13-10-00, 0.996987
2017-01-13-11-00, 0.983731
2017-01-13-12-00, 0.981081
2017-01-13-13-00, 0.983605
2017-01-13-14-00, 1.004515
2017-01-13-15-00, 1.007915
2017-01-13-16-00, 1.023084
2017-01-13-17-00, 1.013960
2017-01-13-18-00, 1.007036
2017-01-13-19-00, 1.004174
2017-01-13-20-00, 1.001029
2017-01-13-21-00, 1.000392
2017-01-13-22-00, 1.010493
2017-01-13-23-00, 0.995875
2017-01-14-00-00, 1.002777
2017-01-14-01-00, 1.005698
2017-01-14-02-00, 1.008072
2017-01-14-03-00, 0.993272
2017-01-14-04-00, 0.996280
2017-01-14-05-00, 0.996899
2017-01-14-06-00, 0.997546
2017-01-14-07-00, 0.988995
2017-01-14-08-00, 0.988311
2017-01-14-09-00, 0.995173
2017-01-14-10-00, 0.996803
2017-01-14-11-00, 0.995918
2017-01-14-12-00, 0.999282
2017-01-14-13-00, 0.993162
2017-01-14-14-00, 0.987056
2017-01-14-15-00, 0.985866
2017-01-14-16-00, 0.985822
2017-01-14-17-00, 0.974027
2017-01-14-18-00, 0.980325
2017-01-14-19-00, 0.981461
2017-01-14-20-00, 0.986277
2017-01-14-21-00, 0.990616
2017-01-14-22-00, 0.986862
2017-01-14-23-00, 0.996810
2017-01-15-00-00, 0.995308
2017-01-15-01-00, 0.997586
2017-01-15-02-00, 0.988780
2017-01-15-03-00, 0.985000
2017-01-15-04-00, 0.992102
2017-01-15-05-00, 0.987225
2017-01-15-06-00, 0.977385
2017-01-15-07-00, 0.980829
2017-01-15-08-00, 0.985162
2017-01-15-09-00, 0.986578
2017-01-15-10-00, 0.985937
2017-01-15-11-00, 0.985343
2017-01-15-12-00, 0.977641
2017-01-15-13-00, 0.979343
2017-01-15-14-00, 0.980571
2017-01-15-15-00, 0.978294
2017-01-15-16-00, 0.968991
2017-01-15-17-00, 0.963443
2017-01-15-18-00, 0.971638
2017-01-15-19-00, 0.971601
2017-01-15-20-00, 0.986595
2017-01-15-21-00, 0.981475
2017-01-15-22-00, 0.981519
2017-01-15-23-00, 0.986668
2017-01-16-00-00, 0.979862
2017-01-16-01-00, 0.991227
2017-01-16-02-00, 0.995864
2017-01-16-03-00, 0.992232
2017-01-16-04-00, 0.987064
2017-01-16-05-00, 0.993869
2017-01-16-06-00, 0.996840
2017-01-16-07-00, 0.992192
2017-01-16-08-00, 0.986183
2017-01-16-09-00, 0.986477
2017-01-16-10-00, 0.985747
2017-01-16-11-00, 0.981804
2017-01-16-12-00, 0.987676
2017-01-16-13-00, 0.987548
2017-01-16-14-00, 0.990316
2017-01-16-15-00, 0.990199
2017-01-16-16-00, 0.977453
2017-01-16-17-00, 0.978164
2017-01-16-18-00, 0.979110
2017-01-16-19-00, 0.981523
2017-01-16-20-00, 0.981645
2017-01-16-21-00, 0.977597
2017-01-16-22-00, 0.979328
2017-01-16-23-00, 0.976230
2017-01-17-00-00, 0.950509
2017-01-17-01-00, 0.979961
2017-01-17-02-00, 0.988588
2017-01-17-03-00, 0.995208
2017-01-17-04-00, 0.996126
2017-01-17-05-00, 0.987624
2017-01-17-06-00, 0.987276
2017-01-17-07-00, 0.994068
2017-01-17-08-00, 0.979171
2017-01-17-09-00, 0.980729
2017-01-17-10-00, 0.983234
2017-01-17-11-00, 0.972440
2017-01-17-12-00, 0.971303
2017-01-17-13-00, 0.975318
2017-01-17-14-00, 0.980096
2017-01-17-15-00, 0.978848
2017-01-17-16-00, 0.984536
2017-01-17-17-00, 1.011319
2017-01-17-18-00, 0.988218
2017-01-17-19-00, 0.984248
2017-01-17-20-00, 0.983937
2017-01-17-21-00, 0.990820
2017-01-17-22-00, 0.996641
2017-01-17-23-00, 0.973385
2017-01-18-00-00, 0.994108
2017-01-18-01-00, 0.969454
2017-01-18-02-00, 0.975290
2017-01-18-03-00, 0.973901
2017-01-18-04-00, 0.976870
2017-01-18-05-00, 0.969256
2017-01-18-06-00, 0.969423
2017-01-18-07-00, 0.966663
2017-01-18-08-00, 0.969801
2017-01-18-09-00, 0.972876
2017-01-18-10-00, 0.979925
2017-01-18-11-00, 0.980642
2017-01-18-12-00, 0.979261
2017-01-18-13-00, 0.962112
2017-01-18-14-00, 0.955081
2017-01-18-15-00, 0.964531
2017-01-18-16-00, 0.970959
2017-01-18-17-00, 0.982004
2017-01-18-18-00, 0.977599
2017-01-18-19-00, 0.971518
2017-01-18-20-00, 0.978583
2017-01-18-21-00, 0.980614
2017-01-18-22-00, 0.982329
2017-01-18-23-00, 0.987881
2017-01-19-00-00, 0.961210
2017-01-19-01-00, 0.970888
2017-01-19-02-00, 0.963935
2017-01-19-03-00, 0.963607
2017-01-19-04-00, 0.969168
2017-01-19-05-00, 0.965821
2017-01-19-06-00, 0.957608
2017-01-19-07-00, 0.961255
2017-01-19-08-00, 0.965630
2017-01-19-09-00, 0.956377
2017-01-19-10-00, 0.941736
2017-01-19-11-00, 0.945886
2017-01-19-12-00, 0.946259
2017-01-19-13-00, 0.954196
2017-01-19-14-00, 0.951577
2017-01-19-15-00, 0.944768
2017-01-19-16-00, 0.955177
2017-01-19-17-00, 0.959204
2017-01-19-18-00, 0.947905
2017-01-19-19-00, 0.955505
2017-01-19-20-00, 0.952920
2017-01-19-21-00, 0.953315
2017-01-19-22-00, 0.946244
2017-01-19-23-00, 0.954419
2017-01-20-00-00, 1.021397
2017-01-20-01-00, 0.944312
2017-01-20-02-00, 0.953014
2017-01-20-03-00, 0.949120
2017-01-20-04-00, 0.945888
2017-01-20-05-00, 0.956173
2017-01-20-06-00, 0.947101
2017-01-20-07-00, 0.941657
2017-01-20-08-00, 0.940506
2017-01-20-09-00, 0.943856
2017-01-20-10-00, 0.944127
2017-01-20-11-00, 0.942120
2017-01-20-12-00, 0.938135
2017-01-20-13-00, 0.945232
2017-01-20-14-00, 1.022503
2017-01-20-15-00, 1.031866
2017-01-20-16-00, 1.114100
2017-01-20-17-00, 1.083339
2017-01-20-18-00, 1.076282
2017-01-20-19-00, 1.071706
2017-01-20-20-00, 1.073865
2017-01-20-21-00, 1.090362
2017-01-20-22-00, 1.099034
2017-01-20-23-00, 1.086257
2017-01-21-00-00, 1.110761
2017-01-21-01-00, 1.113348
2017-01-21-02-00, 1.163006
2017-01-21-03-00, 1.176268
2017-01-21-04-00, 1.136123
2017-01-21-05-00, 1.123443
2017-01-21-06-00, 1.127435
2017-01-21-07-00, 1.137783
2017-01-21-08-00, 1.114046
2017-01-21-09-00, 1.100156
2017-01-21-10-00, 1.096228
2017-01-21-11-00, 1.111026
2017-01-21-12-00, 1.109441
2017-01-21-13-00, 1.113900
2017-01-21-14-00, 1.114390
2017-01-21-15-00, 1.155321
2017-01-21-16-00, 1.142654
2017-01-21-17-00, 1.135524
2017-01-21-18-00, 1.136336
2017-01-21-19-00, 1.130235
2017-01-21-20-00, 1.155661
2017-01-21-21-00, 1.147802
2017-01-21-22-00, 1.146296
2017-01-21-23-00, 1.148516
2017-01-22-00-00, 1.131850
2017-01-22-01-00, 1.137006
2017-01-22-02-00, 1.133744
2017-01-22-03-00, 1.121631
2017-01-22-04-00, 1.119733
2017-01-22-05-00, 1.116518
2017-01-22-06-00, 1.126147
2017-01-22-07-00, 1.166785
2017-01-22-08-00, 1.167597
2017-01-22-09-00, 1.170376
2017-01-22-10-00, 1.173330
2017-01-22-11-00, 1.146533
2017-01-22-12-00, 1.136786
2017-01-22-13-00, 1.117264
2017-01-22-14-00, 1.107341
2017-01-22-15-00, 1.121674
2017-01-22-16-00, 1.123391
2017-01-22-17-00, 1.121730
2017-01-22-18-00, 1.113863
2017-01-22-19-00, 1.117109
2017-01-22-20-00, 1.114918
2017-01-22-21-00, 1.124023
2017-01-22-22-00, 1.115828
2017-01-22-23-00, 1.114362
2017-01-23-00-00, 1.105333
2017-01-23-01-00, 1.099029
2017-01-23-02-00, 1.093052
2017-01-23-03-00, 1.096981
2017-01-23-04-00, 1.098842
2017-01-23-05-00, 1.098635
2017-01-23-06-00, 1.095279
2017-01-23-07-00, 1.096458
2017-01-23-08-00, 1.102474
2017-01-23-09-00, 1.107217
2017-01-23-10-00, 1.099915
2017-01-23-11-00, 1.105513
2017-01-23-12-00, 1.104117
2017-01-23-13-00, 1.099757
2017-01-23-14-00, 1.101422
2017-01-23-15-00, 1.103241
2017-01-23-16-00, 1.106170
2017-01-23-17-00, 1.097881
2017-01-23-18-00, 1.102106
2017-01-23-19-00, 1.097872
2017-01-23-20-00, 1.101532
2017-01-23-21-00, 1.108191
2017-01-23-22-00, 1.109043
2017-01-23-23-00, 1.109373
2017-01-24-00-00, 1.096915
2017-01-24-01-00, 1.091370
2017-01-24-02-00, 1.086100
2017-01-24-03-00, 1.099857
2017-01-24-04-00, 1.099346
2017-01-24-05-00, 1.097003
2017-01-24-06-00, 1.103920
2017-01-24-07-00, 1.096948
2017-01-24-08-00, 1.096087
2017-01-24-09-00, 1.094914
2017-01-24-10-00, 1.093845
2017-01-24-11-00, 1.091865
2017-01-24-12-00, 1.091923
2017-01-24-13-00, 1.093708
2017-01-24-14-00, 1.085333
2017-01-24-15-00, 1.097489
2017-01-24-16-00, 1.088355
2017-01-24-17-00, 1.084155
2017-01-24-18-00, 1.089073
2017-01-24-19-00, 1.086070
2017-01-24-20-00, 1.079418
2017-01-24-21-00, 1.086952
2017-01-24-22-00, 1.086721
2017-01-24-23-00, 1.091356
2017-01-25-00-00, 1.046135
2017-01-25-01-00, 1.086573
2017-01-25-02-00, 1.087477
2017-01-25-03-00, 1.082489
2017-01-25-04-00, 1.080414
2017-01-25-05-00, 1.080143
2017-01-25-06-00, 1.077656
2017-01-25-07-00, 1.074110
2017-01-25-08-00, 1.066129
2017-01-25-09-00, 1.071539
2017-01-25-10-00, 1.056242
2017-01-25-11-00, 1.052584
2017-01-25-12-00, 1.052659
2017-01-25-13-00, 1.025476
2017-01-25-14-00, 1.022555
2017-01-25-15-00, 1.034659
2017-01-25-16-00, 1.032329
2017-01-25-17-00, 1.033410
2017-01-25-18-00, 1.039420
2017-01-25-19-00, 1.038983
2017-01-25-20-00, 1.033552
2017-01-25-21-00, 1.021841
2017-01-25-22-00, 1.013861
2017-01-25-23-00, 1.013634
2017-01-26-00-00, 1.036218
2017-01-26-01-00, 1.027272
2017-01-26-02-00, 1.026930
2017-01-26-03-00, 1.030998
2017-01-26-04-00, 1.028613
2017-01-26-05-00, 1.031835
2017-01-26-06-00, 1.024511
2017-01-26-07-00, 1.027644
2017-01-26-08-00, 1.025621
2017-01-26-09-00, 1.028725
2017-01-26-10-00, 1.028849
2017-01-26-11-00, 1.035288
2017-01-26-12-00, 1.036788
2017-01-26-13-00, 1.041085
2017-01-26-14-00, 1.043023
2017-01-26-15-00, 1.072312
2017-01-26-16-00, 1.072812
2017-01-26-17-00, 1.056260
2017-01-26-18-00, 1.057717
2017-01-26-19-00, 1.057347
2017-01-26-20-00, 1.050029
2017-01-26-21-00, 1.053288
2017-01-26-22-00, 1.059019
2017-01-26-23-00, 1.054180
2017-01-27-00-00, 1.043164
2017-01-27-01-00, 1.069695
2017-01-27-02-00, 1.062400
2017-01-27-03-00, 1.056568
2017-01-27-04-00, 1.052782
2017-01-27-05-00, 1.050901
2017-01-27-06-00, 1.049840
2017-01-27-07-00, 1.063311
2017-01-27-08-00, 1.057072
2017-01-27-09-00, 1.048667
2017-01-27-10-00, 1.049211
2017-01-27-11-00, 1.049033
2017-01-27-12-00, 1.031104
2017-01-27-13-00, 1.038877
2017-01-27-14-00, 1.043947
2017-01-27-15-00, 1.031145
2017-01-27-16-00, 1.030646
2017-01-27-17-00, 1.022809
2017-01-27-18-00, 1.023744
2017-01-27-19-00, 1.017107
2017-01-27-20-00, 1.024102
2017-01-27-21-00, 1.022046
2017-01-27-22-00, 1.024722
2017-01-27-23-00, 1.018606
2017-01-28-00-00, 1.031385
2017-01-28-01-00, 1.030380
2017-01-28-02-00, 1.031603
2017-01-28-03-00, 1.075885
2017-01-28-04-00, 1.038416
2017-01-28-05-00, 1.032716
2017-01-28-06-00, 1.054725
2017-01-28-07-00, 1.034057
2017-01-28-08-00, 1.038055
2017-01-28-09-00, 1.034284
2017-01-28-10-00, 1.028487
2017-01-28-11-00, 1.030772
2017-01-28-12-00, 1.033766
2017-01-28-13-00, 1.034624
2017-01-28-14-00, 1.034477
2017-01-28-15-00, 1.033703
2017-01-28-16-00, 1.028314
2017-01-28-17-00, 1.028817
2017-01-28-18-00, 1.036293
2017-01-28-19-00, 1.044392
2017-01-28-20-00, 1.048206
2017-01-28-21-00, 1.038204
2017-01-28-22-00, 1.039725
2017-01-28-23-00, 1.043401
2017-01-29-00-00, 1.033473
2017-01-29-01-00, 1.039750
2017-01-29-02-00, 1.052428
2017-01-29-03-00, 1.033447
2017-01-29-04-00, 1.028780
2017-01-29-05-00, 1.034889
2017-01-29-06-00, 1.031747
2017-01-29-07-00, 1.035857
2017-01-29-08-00, 1.032227
2017-01-29-09-00, 1.031886
2017-01-29-10-00, 1.031427
2017-01-29-11-00, 1.032699
2017-01-29-12-00, 1.033059
2017-01-29-13-00, 1.029574
2017-01-29-14-00, 1.025593
2017-01-29-15-00, 1.028095
2017-01-29-16-00, 1.024994
2017-01-29-17-00, 1.030588
2017-01-29-18-00, 1.028486
2017-01-29-19-00, 1.025171
2017-01-29-20-00, 1.027876
2017-01-29-21-00, 1.032419
2017-01-29-22-00, 1.029721
2017-01-29-23-00, 1.028452
2017-01-30-00-00, 1.050760
2017-01-30-01-00, 1.081680
2017-01-30-02-00, 1.158850
2017-01-30-03-00, 1.064112
2017-01-30-04-00, 1.066170
2017-01-30-05-00, 1.067049
2017-01-30-06-00, 1.060429
2017-01-30-07-00, 1.147707
2017-01-30-08-00, 1.052845
2017-01-30-09-00, 1.052360
2017-01-30-10-00, 1.123186
2017-01-30-11-00, 1.061204
